TYPE;Model;BETA;J_adv-ratio;V_mph;Efficiency;Ct;Cp;PWR_Hp;Torque_In-Lbf;Thrust_Lbf;DIAMETER_IN;Ct*;Cp*
APC MR;APC MR;0.45;0.66;50.2;0.3933;0.0056;0.0095;0.039;0.307;0.114;10;0.007463812;0.011689473
APC MR;APC MR;0.45;0.69;52;0.0015;0;0.0066;0.027;0.215;0;10;0.000248589;0.007809738
APC MR;APC MR;0.45;0;0;0;0.1143;0.0452;0.265;1.858;2.949;10;0.110371465;0.040801743
APC MR;APC MR;0.45;0.02;2;0.0591;0.1128;0.0452;0.265;1.858;2.911;10;0.109002636;0.041500353
APC MR;APC MR;0.45;0.05;4;0.1166;0.1112;0.0452;0.265;1.856;2.869;10;0.106725111;0.042363018
APC MR;APC MR;0.45;0.07;6.1;0.1723;0.1093;0.0451;0.265;1.853;2.821;10;0.105058714;0.042814628
APC MR;APC MR;0.45;0.09;8.1;0.2261;0.1072;0.045;0.264;1.846;2.767;10;0.103275056;0.043167438
APC MR;APC MR;0.45;0.12;10.1;0.2778;0.1049;0.0447;0.262;1.837;2.706;10;0.100381916;0.043511403
APC MR;APC MR;0.45;0.14;12.1;0.3271;0.1023;0.0445;0.261;1.827;2.64;10;0.098309526;0.043617213
APC MR;APC MR;0.45;0.17;14.1;0.3738;0.0995;0.0442;0.259;1.814;2.568;10;0.094988022;0.043590678
APC MR;APC MR;0.45;0.19;16.2;0.4178;0.0965;0.0438;0.257;1.799;2.49;10;0.092633213;0.043449488
APC MR;APC MR;0.45;0.21;18.2;0.4591;0.0933;0.0434;0.254;1.781;2.408;10;0.090167203;0.043209498
APC MR;APC MR;0.45;0.24;20.2;0.4978;0.0899;0.0428;0.251;1.758;2.32;10;0.086261896;0.042664263
APC MR;APC MR;0.45;0.26;22.2;0.5339;0.0863;0.0422;0.247;1.732;2.228;10;0.083522303;0.042177273
APC MR;APC MR;0.45;0.28;24.2;0.5673;0.0825;0.0414;0.243;1.699;2.13;10;0.080675045;0.041591483
APC MR;APC MR;0.45;0.31;26.3;0.5982;0.0786;0.0405;0.237;1.663;2.028;10;0.076204492;0.040527548
APC MR;APC MR;0.45;0.33;28.3;0.6266;0.0746;0.0395;0.232;1.622;1.924;10;0.073092487;0.039694758
APC MR;APC MR;0.45;0.36;30.3;0.6527;0.0704;0.0383;0.225;1.574;1.815;10;0.06822955;0.038260323
APC MR;APC MR;0.45;0.38;32.3;0.6763;0.066;0.037;0.217;1.52;1.703;10;0.06485911;0.037180533
APC MR;APC MR;0.45;0.4;34.3;0.6971;0.0616;0.0356;0.209;1.462;1.589;10;0.061387065;0.036001943
APC MR;APC MR;0.45;0.43;36.4;0.7154;0.057;0.034;0.199;1.397;1.472;10;0.055990694;0.034048808
APC MR;APC MR;0.45;0.45;38.4;0.7311;0.0523;0.0322;0.189;1.323;1.35;10;0.052269051;0.032623218
APC MR;APC MR;0.45;0.47;40.4;0.7435;0.0475;0.0303;0.178;1.243;1.225;10;0.048449337;0.031098828
APC MR;APC MR;0.45;0.5;42.4;0.7514;0.0425;0.0282;0.165;1.157;1.098;10;0.04253809;0.028626993
APC MR;APC MR;0.45;0.52;44.4;0.7555;0.0375;0.0259;0.152;1.063;0.968;10;0.038477615;0.026855603
APC MR;APC MR;0.45;0.55;46.5;0.7541;0.0324;0.0234;0.137;0.962;0.836;10;0.032209961;0.024013268
APC MR;APC MR;0.45;0.57;48.5;0.7446;0.0272;0.0208;0.122;0.854;0.702;10;0.027915038;0.021994878
APC MR;APC MR;0.45;0.59;50.5;0.7219;0.022;0.018;0.106;0.74;0.567;10;0.023528102;0.019877688
APC MR;APC MR;0.45;0.62;52.5;0.6767;0.0166;0.0151;0.089;0.621;0.428;10;0.016777385;0.016516653
APC MR;APC MR;0.45;0.64;54.5;0.5866;0.0112;0.0122;0.071;0.5;0.288;10;0.012164837;0.014152463
APC MR;APC MR;0.45;0.66;56.6;0.4031;0.0056;0.0092;0.054;0.379;0.145;10;0.007463812;0.011689473
APC MR;APC MR;0.45;0.69;58.6;0.0004;0;0.0064;0.038;0.263;0;10;0.000248589;0.007809738
APC MR;APC MR;0.45;0;0;0;0.1154;0.0485;0.39;2.458;3.675;10;0.110371465;0.040801743
APC MR;APC MR;0.45;0.02;2.2;0.0563;0.1139;0.048;0.386;2.432;3.628;10;0.109002636;0.041500353
APC MR;APC MR;0.45;0.05;4.5;0.1122;0.1122;0.0474;0.382;2.405;3.574;10;0.106725111;0.042363018
APC MR;APC MR;0.45;0.07;6.7;0.1674;0.1103;0.0469;0.377;2.378;3.514;10;0.105058714;0.042814628
APC MR;APC MR;0.45;0.09;9;0.2214;0.1081;0.0464;0.373;2.35;3.444;10;0.103275056;0.043167438
APC MR;APC MR;0.45;0.12;11.2;0.274;0.1057;0.0458;0.368;2.321;3.367;10;0.100381916;0.043511403
APC MR;APC MR;0.45;0.14;13.5;0.3245;0.1031;0.0452;0.364;2.292;3.283;10;0.098309526;0.043617213
APC MR;APC MR;0.45;0.17;15.7;0.3725;0.1002;0.0447;0.359;2.265;3.192;10;0.094988022;0.043590678
APC MR;APC MR;0.45;0.19;18;0.4178;0.0971;0.0441;0.355;2.238;3.094;10;0.092633213;0.043449488
APC MR;APC MR;0.45;0.21;20.2;0.4601;0.0939;0.0436;0.35;2.209;2.99;10;0.090167203;0.043209498
APC MR;APC MR;0.45;0.24;22.5;0.4997;0.0904;0.0429;0.345;2.176;2.879;10;0.086261896;0.042664263
APC MR;APC MR;0.45;0.26;24.7;0.5365;0.0867;0.0422;0.339;2.139;2.763;10;0.083522303;0.042177273
APC MR;APC MR;0.45;0.28;27;0.5705;0.0829;0.0414;0.333;2.097;2.64;10;0.080675045;0.041591483
APC MR;APC MR;0.45;0.31;29.2;0.6018;0.0789;0.0404;0.325;2.05;2.513;10;0.076204492;0.040527548
APC MR;APC MR;0.45;0.33;31.5;0.6307;0.0748;0.0394;0.317;1.998;2.383;10;0.073092487;0.039694758
APC MR;APC MR;0.45;0.36;33.7;0.6573;0.0706;0.0382;0.307;1.937;2.248;10;0.06822955;0.038260323
APC MR;APC MR;0.45;0.38;36;0.6814;0.0662;0.0369;0.297;1.869;2.108;10;0.06485911;0.037180533
APC MR;APC MR;0.45;0.4;38.2;0.7029;0.0617;0.0354;0.285;1.795;1.966;10;0.061387065;0.036001943
APC MR;APC MR;0.45;0.43;40.4;0.7218;0.0571;0.0338;0.272;1.713;1.819;10;0.055990694;0.034048808
APC MR;APC MR;0.45;0.45;42.7;0.7382;0.0524;0.032;0.257;1.622;1.669;10;0.052269051;0.032623218
APC MR;APC MR;0.45;0.47;44.9;0.7512;0.0476;0.0301;0.242;1.524;1.515;10;0.048449337;0.031098828
APC MR;APC MR;0.45;0.5;47.2;0.76;0.0426;0.028;0.225;1.417;1.358;10;0.04253809;0.028626993
APC MR;APC MR;0.45;0.52;49.4;0.765;0.0376;0.0257;0.206;1.301;1.198;10;0.038477615;0.026855603
APC MR;APC MR;0.45;0.55;51.7;0.7644;0.0325;0.0232;0.186;1.175;1.034;10;0.032209961;0.024013268
APC MR;APC MR;0.45;0.57;53.9;0.7555;0.0273;0.0205;0.165;1.042;0.868;10;0.027915038;0.021994878
APC MR;APC MR;0.45;0.59;56.2;0.7335;0.022;0.0178;0.143;0.902;0.7;10;0.023528102;0.019877688
APC MR;APC MR;0.45;0.62;58.4;0.6884;0.0166;0.0149;0.12;0.755;0.529;10;0.016777385;0.016516653
APC MR;APC MR;0.45;0.64;60.7;0.5976;0.0112;0.012;0.096;0.607;0.356;10;0.012164837;0.014152463
APC MR;APC MR;0.45;0.66;62.9;0.4114;0.0056;0.0091;0.073;0.46;0.179;10;0.007463812;0.011689473
APC MR;APC MR;0.45;0.69;65.2;0.0026;0;0.0063;0.05;0.318;0.001;10;0.000248589;0.007809738
APC MR;APC MR;0.55;0;0;0;0.1204;0.052;0.003;0.105;0.153;10;0.127861335;0.052405808
APC MR;APC MR;0.55;0.03;0.5;0.0649;0.1194;0.0527;0.003;0.107;0.152;10;0.125779918;0.053643143
APC MR;APC MR;0.55;0.06;1.1;0.1268;0.1183;0.0534;0.003;0.108;0.151;10;0.12346374;0.054658178
APC MR;APC MR;0.55;0.09;1.6;0.1859;0.117;0.054;0.003;0.11;0.149;10;0.12091621;0.055450913
APC MR;APC MR;0.55;0.11;2.2;0.2421;0.1155;0.0546;0.004;0.111;0.147;10;0.11909101;0.055855903
APC MR;APC MR;0.55;0.14;2.7;0.2953;0.1138;0.0551;0.004;0.112;0.145;10;0.116165465;0.056278138
APC MR;APC MR;0.55;0.17;3.3;0.3456;0.1118;0.0556;0.004;0.113;0.142;10;0.113017658;0.056478073
APC MR;APC MR;0.55;0.2;3.8;0.3929;0.1096;0.0559;0.004;0.113;0.14;10;0.109650995;0.056455708
APC MR;APC MR;0.55;0.23;4.3;0.4373;0.1068;0.0559;0.004;0.113;0.136;10;0.106068886;0.056211043
APC MR;APC MR;0.55;0.26;4.9;0.4787;0.1037;0.0558;0.004;0.113;0.132;10;0.102274739;0.055744078
APC MR;APC MR;0.55;0.29;5.4;0.5171;0.1001;0.0554;0.004;0.112;0.128;10;0.098271962;0.055054813
APC MR;APC MR;0.55;0.31;6;0.5522;0.0961;0.0548;0.004;0.111;0.122;10;0.095489222;0.054471803
APC MR;APC MR;0.55;0.34;6.5;0.584;0.0918;0.054;0.003;0.109;0.117;10;0.091146304;0.053412038
APC MR;APC MR;0.55;0.37;7;0.6125;0.0871;0.0529;0.003;0.107;0.111;10;0.086603845;0.052129973
APC MR;APC MR;0.55;0.4;7.6;0.6374;0.0827;0.052;0.003;0.105;0.105;10;0.081865255;0.050625608
APC MR;APC MR;0.55;0.43;8.1;0.6592;0.0781;0.0509;0.003;0.103;0.1;10;0.076933941;0.048898943
APC MR;APC MR;0.55;0.46;8.7;0.6781;0.0735;0.0497;0.003;0.101;0.094;10;0.071813313;0.046949978
APC MR;APC MR;0.55;0.49;9.2;0.6945;0.0688;0.0482;0.003;0.098;0.088;10;0.066506778;0.044778713
APC MR;APC MR;0.55;0.52;9.8;0.7083;0.0636;0.0462;0.003;0.094;0.081;10;0.061017746;0.042385148
APC MR;APC MR;0.55;0.54;10.3;0.7196;0.0582;0.044;0.003;0.089;0.074;10;0.057258686;0.040665938
APC MR;APC MR;0.55;0.57;10.8;0.7283;0.0527;0.0414;0.003;0.084;0.067;10;0.051473065;0.037901873
APC MR;APC MR;0.55;0.6;11.4;0.7345;0.0471;0.0386;0.002;0.078;0.06;10;0.045514035;0.034915508
APC MR;APC MR;0.55;0.63;11.9;0.7393;0.0425;0.0362;0.002;0.073;0.054;10;0.039385005;0.031706843
APC MR;APC MR;0.55;0.66;12.5;0.7405;0.0377;0.0335;0.002;0.068;0.048;10;0.033089383;0.028275878
APC MR;APC MR;0.55;0.69;13;0.7345;0.0321;0.03;0.002;0.061;0.041;10;0.026630579;0.024622613
APC MR;APC MR;0.55;0.72;13.5;0.7174;0.0259;0.0259;0.002;0.052;0.033;10;0.020011999;0.020747048
APC MR;APC MR;0.55;0.74;14.1;0.6793;0.0196;0.0215;0.001;0.044;0.025;10;0.015512533;0.018039838
APC MR;APC MR;0.55;0.77;14.6;0.595;0.0132;0.0172;0.001;0.035;0.017;10;0.008635236;0.013793773
APC MR;APC MR;0.55;0.8;15.2;0.4154;0.0066;0.0128;0.001;0.026;0.008;10;0.001607255;0.009325407
APC MR;APC MR;0.55;0.83;15.7;0.0099;0.0001;0.0085;0.001;0.017;0;10;-0.005568003;0.004634743
APC MR;APC MR;0.55;0;0;0;0.1205;0.0516;0.011;0.235;0.346;10;0.127861335;0.052405808
APC MR;APC MR;0.55;0.03;0.8;0.0643;0.1195;0.0523;0.011;0.239;0.343;10;0.125779918;0.053643143
APC MR;APC MR;0.55;0.06;1.6;0.1257;0.1184;0.053;0.012;0.242;0.339;10;0.12346374;0.054658178
APC MR;APC MR;0.55;0.08;2.4;0.1841;0.1171;0.0537;0.012;0.245;0.336;10;0.121790882;0.055211368
APC MR;APC MR;0.55;0.11;3.2;0.2395;0.1156;0.0543;0.012;0.248;0.332;10;0.11909101;0.055855903
APC MR;APC MR;0.55;0.14;4;0.2919;0.1139;0.0549;0.012;0.251;0.327;10;0.116165465;0.056278138
APC MR;APC MR;0.55;0.17;4.8;0.3414;0.112;0.0554;0.012;0.253;0.321;10;0.113017658;0.056478073
APC MR;APC MR;0.55;0.2;5.6;0.3879;0.1099;0.0558;0.012;0.255;0.315;10;0.109650995;0.056455708
APC MR;APC MR;0.55;0.23;6.4;0.4315;0.1074;0.056;0.012;0.256;0.308;10;0.106068886;0.056211043
APC MR;APC MR;0.55;0.25;7.2;0.4722;0.1046;0.0561;0.012;0.256;0.3;10;0.103562804;0.055924433
APC MR;APC MR;0.55;0.28;8;0.51;0.1013;0.0559;0.012;0.255;0.291;10;0.099629191;0.055309268
APC MR;APC MR;0.55;0.31;8.8;0.5448;0.0977;0.0555;0.012;0.253;0.28;10;0.095489222;0.054471803
APC MR;APC MR;0.55;0.34;9.6;0.5764;0.0938;0.0549;0.012;0.251;0.269;10;0.091146304;0.053412038
APC MR;APC MR;0.55;0.37;10.4;0.6051;0.0895;0.0541;0.012;0.247;0.257;10;0.086603845;0.052129973
APC MR;APC MR;0.55;0.39;11.2;0.6307;0.085;0.0531;0.012;0.242;0.244;10;0.083466367;0.051151763
APC MR;APC MR;0.55;0.42;12;0.6534;0.0804;0.0519;0.011;0.237;0.23;10;0.078598916;0.049499198
APC MR;APC MR;0.55;0.45;12.8;0.6731;0.0756;0.0506;0.011;0.231;0.217;10;0.073541014;0.047624333
APC MR;APC MR;0.55;0.48;13.6;0.6902;0.0707;0.049;0.011;0.223;0.203;10;0.068296069;0.045527168
APC MR;APC MR;0.55;0.51;14.4;0.7047;0.0656;0.0472;0.01;0.215;0.188;10;0.06286749;0.043207703
APC MR;APC MR;0.55;0.53;15.2;0.7168;0.0604;0.0451;0.01;0.206;0.173;10;0.059148102;0.041537893
APC MR;APC MR;0.55;0.56;16;0.7263;0.055;0.0426;0.009;0.195;0.158;10;0.053421041;0.038847928
APC MR;APC MR;0.55;0.59;16.8;0.7333;0.0495;0.0399;0.009;0.182;0.142;10;0.047519436;0.035935663
APC MR;APC MR;0.55;0.62;17.6;0.7374;0.0438;0.0367;0.008;0.168;0.126;10;0.041446694;0.032801098
APC MR;APC MR;0.55;0.65;18.4;0.7375;0.0379;0.0332;0.007;0.152;0.109;10;0.035206224;0.029444233
APC MR;APC MR;0.55;0.68;19.2;0.7313;0.0318;0.0294;0.006;0.134;0.091;10;0.028801435;0.025865068
APC MR;APC MR;0.55;0.7;20;0.715;0.0257;0.0252;0.005;0.115;0.074;10;0.02444197;0.023355458
APC MR;APC MR;0.55;0.73;20.8;0.6806;0.0194;0.0208;0.005;0.095;0.056;10;0.01777089;0.019405793
APC MR;APC MR;0.55;0.76;21.6;0.6025;0.013;0.0164;0.004;0.075;0.037;10;0.01094458;0.015233828
APC MR;APC MR;0.55;0.79;22.4;0.4283;0.0066;0.0121;0.003;0.055;0.019;10;0.003966448;0.010839563
APC MR;APC MR;0.55;0.82;23.2;0.0045;0;0.0078;0.002;0.035;0;10;-0.003160097;0.006222998
APC MR;APC MR;0.55;0;0;0;0.1207;0.0517;0.027;0.42;0.615;10;0.127861335;0.052405808
APC MR;APC MR;0.55;0.03;1.1;0.0634;0.1197;0.0525;0.027;0.426;0.61;10;0.125779918;0.053643143
APC MR;APC MR;0.55;0.06;2.1;0.1239;0.1186;0.0532;0.027;0.431;0.604;10;0.12346374;0.054658178
APC MR;APC MR;0.55;0.08;3.2;0.1816;0.1173;0.0538;0.028;0.437;0.598;10;0.121790882;0.055211368
APC MR;APC MR;0.55;0.11;4.2;0.2365;0.1159;0.0544;0.028;0.442;0.591;10;0.11909101;0.055855903
APC MR;APC MR;0.55;0.14;5.3;0.2885;0.1142;0.055;0.028;0.446;0.582;10;0.116165465;0.056278138
APC MR;APC MR;0.55;0.17;6.3;0.3376;0.1123;0.0554;0.029;0.45;0.572;10;0.113017658;0.056478073
APC MR;APC MR;0.55;0.19;7.4;0.3839;0.1102;0.0558;0.029;0.453;0.562;10;0.110797323;0.056487863
APC MR;APC MR;0.55;0.22;8.4;0.4273;0.1077;0.056;0.029;0.454;0.549;10;0.10728665;0.056317298
APC MR;APC MR;0.55;0.25;9.5;0.4679;0.1048;0.056;0.029;0.454;0.534;10;0.103562804;0.055924433
APC MR;APC MR;0.55;0.28;10.5;0.5057;0.1016;0.0558;0.029;0.453;0.518;10;0.099629191;0.055309268
APC MR;APC MR;0.55;0.31;11.6;0.5405;0.098;0.0554;0.029;0.45;0.5;10;0.095489222;0.054471803
APC MR;APC MR;0.55;0.33;12.6;0.5723;0.0941;0.0548;0.028;0.445;0.48;10;0.092616283;0.053789993
APC MR;APC MR;0.55;0.36;13.7;0.6011;0.0899;0.054;0.028;0.438;0.458;10;0.088139959;0.052582028
APC MR;APC MR;0.55;0.39;14.7;0.6269;0.0854;0.053;0.027;0.43;0.435;10;0.083466367;0.051151763
APC MR;APC MR;0.55;0.42;15.8;0.6497;0.0808;0.0518;0.027;0.42;0.412;10;0.078598916;0.049499198
APC MR;APC MR;0.55;0.44;16.8;0.6696;0.0761;0.0505;0.026;0.409;0.388;10;0.075247932;0.048273988
APC MR;APC MR;0.55;0.47;17.9;0.6868;0.0711;0.0489;0.025;0.397;0.363;10;0.070064956;0.046250923
APC MR;APC MR;0.55;0.5;18.9;0.7014;0.0661;0.0471;0.024;0.382;0.337;10;0.06469721;0.044005558
APC MR;APC MR;0.55;0.53;20;0.7137;0.0609;0.0451;0.023;0.365;0.311;10;0.059148102;0.041537893
APC MR;APC MR;0.55;0.56;21;0.7234;0.0556;0.0427;0.022;0.346;0.283;10;0.053421041;0.038847928
APC MR;APC MR;0.55;0.58;22.1;0.7305;0.05;0.0399;0.021;0.324;0.255;10;0.049505821;0.036931118
APC MR;APC MR;0.55;0.61;23.1;0.7351;0.0443;0.0368;0.019;0.299;0.226;10;0.043489746;0.033870653
APC MR;APC MR;0.55;0.64;24.2;0.7358;0.0384;0.0334;0.017;0.271;0.196;10;0.037304806;0.030587888
APC MR;APC MR;0.55;0.67;25.3;0.7304;0.0323;0.0295;0.015;0.239;0.165;10;0.030954412;0.027082823
APC MR;APC MR;0.55;0.69;26.3;0.7154;0.0261;0.0253;0.013;0.205;0.133;10;0.026630579;0.024622613
APC MR;APC MR;0.55;0.72;27.4;0.683;0.0197;0.0208;0.011;0.169;0.1;10;0.020011999;0.020747048
APC MR;APC MR;0.55;0.75;28.4;0.6103;0.0132;0.0163;0.008;0.132;0.068;10;0.013237054;0.016649183
APC MR;APC MR;0.55;0.78;29.5;0.4415;0.0067;0.0118;0.006;0.095;0.034;10;0.00630915;0.012329018
APC MR;APC MR;0.55;0.81;30.5;0.0021;0;0.0073;0.004;0.06;0;10;-0.000768302;0.007786552
APC MR;APC MR;0.55;0;0;0;0.1208;0.0516;0.052;0.654;0.962;10;0.127861335;0.052405808
APC MR;APC MR;0.55;0.03;1.3;0.063;0.1199;0.0523;0.053;0.663;0.955;10;0.125779918;0.053643143
APC MR;APC MR;0.55;0.05;2.6;0.1232;0.1188;0.053;0.053;0.672;0.946;10;0.124261674;0.054344533
APC MR;APC MR;0.55;0.08;3.9;0.1806;0.1176;0.0537;0.054;0.681;0.936;10;0.121790882;0.055211368
APC MR;APC MR;0.55;0.11;5.2;0.2351;0.1161;0.0543;0.055;0.689;0.925;10;0.11909101;0.055855903
APC MR;APC MR;0.55;0.14;6.5;0.2869;0.1145;0.0549;0.055;0.696;0.912;10;0.116165465;0.056278138
APC MR;APC MR;0.55;0.16;7.8;0.3358;0.1126;0.0553;0.056;0.701;0.897;10;0.114091412;0.056436128
APC MR;APC MR;0.55;0.19;9.1;0.382;0.1105;0.0557;0.056;0.706;0.88;10;0.110797323;0.056487863
APC MR;APC MR;0.55;0.22;10.4;0.4254;0.1081;0.0559;0.056;0.708;0.861;10;0.10728665;0.056317298
APC MR;APC MR;0.55;0.25;11.7;0.466;0.1052;0.0559;0.056;0.708;0.838;10;0.103562804;0.055924433
APC MR;APC MR;0.55;0.27;13;0.5039;0.102;0.0557;0.056;0.706;0.813;10;0.100963492;0.055539023
APC MR;APC MR;0.55;0.3;14.3;0.5389;0.0985;0.0553;0.056;0.701;0.784;10;0.09689193;0.054775658
APC MR;APC MR;0.55;0.33;15.6;0.571;0.0946;0.0547;0.055;0.693;0.754;10;0.092616283;0.053789993
APC MR;APC MR;0.55;0.36;16.9;0.6002;0.0904;0.0539;0.054;0.683;0.72;10;0.088139959;0.052582028
APC MR;APC MR;0.55;0.38;18.2;0.6265;0.086;0.0528;0.053;0.67;0.685;10;0.085045939;0.051653218
APC MR;APC MR;0.55;0.41;19.5;0.6499;0.0813;0.0516;0.052;0.654;0.648;10;0.080242729;0.050074753
APC MR;APC MR;0.55;0.44;20.8;0.6705;0.0766;0.0503;0.051;0.637;0.61;10;0.075247932;0.048273988
APC MR;APC MR;0.55;0.47;22.1;0.6884;0.0717;0.0487;0.049;0.617;0.571;10;0.070064956;0.046250923
APC MR;APC MR;0.55;0.49;23.4;0.7039;0.0667;0.0469;0.047;0.594;0.531;10;0.066506778;0.044778713
APC MR;APC MR;0.55;0.52;24.7;0.7169;0.0615;0.0448;0.045;0.568;0.49;10;0.061017746;0.042385148
APC MR;APC MR;0.55;0.55;26;0.7273;0.0562;0.0425;0.043;0.538;0.447;10;0.055349624;0.039769283
APC MR;APC MR;0.55;0.58;27.3;0.7353;0.0506;0.0397;0.04;0.504;0.403;10;0.049505821;0.036931118
APC MR;APC MR;0.55;0.6;28.6;0.7405;0.0449;0.0367;0.037;0.465;0.357;10;0.045514035;0.034915508
APC MR;APC MR;0.55;0.63;29.9;0.7419;0.039;0.0332;0.033;0.421;0.31;10;0.039385005;0.031706843
APC MR;APC MR;0.55;0.66;31.2;0.7374;0.0328;0.0293;0.03;0.372;0.261;10;0.033089383;0.028275878
APC MR;APC MR;0.55;0.69;32.6;0.7235;0.0264;0.0251;0.025;0.318;0.211;10;0.026630579;0.024622613
APC MR;APC MR;0.55;0.71;33.9;0.6918;0.02;0.0206;0.021;0.262;0.159;10;0.022235735;0.022063603
APC MR;APC MR;0.55;0.74;35.2;0.6216;0.0134;0.016;0.016;0.203;0.107;10;0.015512533;0.018039838
APC MR;APC MR;0.55;0.77;36.5;0.4541;0.0067;0.0114;0.011;0.145;0.054;10;0.008635236;0.013793773
APC MR;APC MR;0.55;0.8;37.8;0.007;0.0001;0.007;0.007;0.088;0;10;0.001607255;0.009325407
APC MR;APC MR;0.55;0;0;0;0.1208;0.0505;0.088;0.922;1.385;10;0.127861335;0.052405808
APC MR;APC MR;0.55;0.03;1.6;0.0639;0.1198;0.0513;0.089;0.936;1.374;10;0.125779918;0.053643143
APC MR;APC MR;0.55;0.05;3.1;0.1249;0.1188;0.052;0.09;0.949;1.362;10;0.124261674;0.054344533
APC MR;APC MR;0.55;0.08;4.7;0.1829;0.1176;0.0527;0.092;0.962;1.348;10;0.121790882;0.055211368
APC MR;APC MR;0.55;0.11;6.2;0.238;0.1162;0.0534;0.093;0.974;1.332;10;0.11909101;0.055855903
APC MR;APC MR;0.55;0.14;7.8;0.2902;0.1146;0.054;0.094;0.985;1.314;10;0.116165465;0.056278138
APC MR;APC MR;0.55;0.16;9.3;0.3395;0.1127;0.0545;0.095;0.994;1.293;10;0.114091412;0.056436128
APC MR;APC MR;0.55;0.19;10.9;0.3859;0.1107;0.0549;0.095;1.002;1.269;10;0.110797323;0.056487863
APC MR;APC MR;0.55;0.22;12.4;0.4295;0.1083;0.0551;0.096;1.006;1.242;10;0.10728665;0.056317298
APC MR;APC MR;0.55;0.25;14;0.4704;0.1055;0.0552;0.096;1.007;1.21;10;0.103562804;0.055924433
APC MR;APC MR;0.55;0.27;15.5;0.5086;0.1023;0.055;0.096;1.004;1.173;10;0.100963492;0.055539023
APC MR;APC MR;0.55;0.3;17.1;0.5441;0.0988;0.0546;0.095;0.997;1.133;10;0.09689193;0.054775658
APC MR;APC MR;0.55;0.33;18.6;0.5768;0.0949;0.054;0.094;0.986;1.089;10;0.092616283;0.053789993
APC MR;APC MR;0.55;0.36;20.2;0.6068;0.0908;0.0532;0.092;0.971;1.041;10;0.088139959;0.052582028
APC MR;APC MR;0.55;0.38;21.7;0.6342;0.0863;0.0521;0.091;0.951;0.99;10;0.085045939;0.051653218
APC MR;APC MR;0.55;0.41;23.3;0.6588;0.0817;0.0509;0.088;0.928;0.937;10;0.080242729;0.050074753
APC MR;APC MR;0.55;0.44;24.9;0.6808;0.0769;0.0494;0.086;0.902;0.882;10;0.075247932;0.048273988
APC MR;APC MR;0.55;0.46;26.4;0.7001;0.072;0.0478;0.083;0.873;0.826;10;0.071813313;0.046949978
APC MR;APC MR;0.55;0.49;28;0.7171;0.0669;0.0459;0.08;0.838;0.768;10;0.066506778;0.044778713
APC MR;APC MR;0.55;0.52;29.5;0.7313;0.0617;0.0439;0.076;0.8;0.708;10;0.061017746;0.042385148
APC MR;APC MR;0.55;0.55;31.1;0.743;0.0564;0.0415;0.072;0.757;0.647;10;0.055349624;0.039769283
APC MR;APC MR;0.55;0.57;32.6;0.7521;0.0508;0.0387;0.067;0.707;0.582;10;0.051473065;0.037901873
APC MR;APC MR;0.55;0.6;34.2;0.7579;0.045;0.0357;0.062;0.651;0.516;10;0.045514035;0.034915508
APC MR;APC MR;0.55;0.63;35.7;0.7593;0.039;0.0323;0.056;0.589;0.447;10;0.039385005;0.031706843
APC MR;APC MR;0.55;0.66;37.3;0.7548;0.0327;0.0285;0.049;0.519;0.375;10;0.033089383;0.028275878
APC MR;APC MR;0.55;0.68;38.8;0.7406;0.0264;0.0243;0.042;0.444;0.303;10;0.028801435;0.025865068
APC MR;APC MR;0.55;0.71;40.4;0.7079;0.0199;0.02;0.035;0.365;0.228;10;0.022235735;0.022063603
APC MR;APC MR;0.55;0.74;41.9;0.637;0.0134;0.0155;0.027;0.282;0.153;10;0.015512533;0.018039838
APC MR;APC MR;0.55;0.77;43.5;0.467;0.0067;0.011;0.019;0.201;0.077;10;0.008635236;0.013793773
APC MR;APC MR;0.55;0.79;45;0.0032;0;0.0069;0.012;0.126;0;10;0.003966448;0.010839563
APC MR;APC MR;0.55;0;0;0;0.1209;0.0495;0.137;1.23;1.888;10;0.127861335;0.052405808
APC MR;APC MR;0.55;0.03;1.8;0.0653;0.12;0.0503;0.139;1.251;1.873;10;0.125779918;0.053643143
APC MR;APC MR;0.55;0.05;3.6;0.1274;0.1189;0.0512;0.141;1.271;1.857;10;0.124261674;0.054344533
APC MR;APC MR;0.55;0.08;5.4;0.1863;0.1178;0.052;0.143;1.291;1.838;10;0.121790882;0.055211368
APC MR;APC MR;0.55;0.11;7.3;0.2421;0.1164;0.0527;0.145;1.309;1.817;10;0.11909101;0.055855903
APC MR;APC MR;0.55;0.14;9.1;0.2948;0.1148;0.0534;0.147;1.325;1.792;10;0.116165465;0.056278138
APC MR;APC MR;0.55;0.16;10.9;0.3445;0.113;0.0539;0.149;1.339;1.764;10;0.114091412;0.056436128
APC MR;APC MR;0.55;0.19;12.7;0.3913;0.1109;0.0544;0.15;1.351;1.732;10;0.110797323;0.056487863
APC MR;APC MR;0.55;0.22;14.5;0.4353;0.1085;0.0546;0.151;1.358;1.694;10;0.10728665;0.056317298
APC MR;APC MR;0.55;0.25;16.3;0.4765;0.1057;0.0547;0.151;1.359;1.65;10;0.103562804;0.055924433
APC MR;APC MR;0.55;0.27;18.2;0.5151;0.1025;0.0545;0.15;1.354;1.6;10;0.100963492;0.055539023
APC MR;APC MR;0.55;0.3;20;0.551;0.0989;0.0541;0.149;1.344;1.544;10;0.09689193;0.054775658
