,,,description,filename,unit,abbreviation,num_cfs
"ReCiPe 2016 v1.03, endpoint (I)",human health,photochemical oxidant formation: human health,,LCIA_Implementation_3.9.xlsx,DALYs,recipe-2016-v103-endpoint-ihp.606a507e01309c7e43e241116cbe378d,187
"ReCiPe 2016 v1.03, endpoint (I)",human health,water use: human health,,LCIA_Implementation_3.9.xlsx,DALYs,recipe-2016-v103-endpoint-ihw.af33a177612b6756cdf9d48643721da4,5
"ReCiPe 2016 v1.03, endpoint (I)",natural resources,"energy resources: non-renewable, fossil",,LCIA_Implementation_3.9.xlsx,USD 2013,recipe-2016-v103-endpoint-ine.b787b4f71b3c1746395f44cd763f41b0,4
"ReCiPe 2016 v1.03, endpoint (I)",natural resources,material resources: metals/minerals,,LCIA_Implementation_3.9.xlsx,USD 2013,recipe-2016-v103-endpoint-inm.1ed5b73965e42542ac1f7a8ade96b473,149
"ReCiPe 2016 v1.03, endpoint (I)",total: ecosystem quality,ecosystem quality,,LCIA_Implementation_3.9.xlsx,species.yr,recipe-2016-v103-endpoint-ite.517082a9035adc6e5a021a8eb69dde4a,1765
"ReCiPe 2016 v1.03, endpoint (I)",total: human health,human health,,LCIA_Implementation_3.9.xlsx,DALYs,recipe-2016-v103-endpoint-ith.4091c8c6471e6eb533702471456415ac,1677
"ReCiPe 2016 v1.03, endpoint (I)",total: natural resources,natural resources,,LCIA_Implementation_3.9.xlsx,USD 2013,recipe-2016-v103-endpoint-itn.be584b3bc27f9593492468f4c684cf9c,153
"ReCiPe 2016 v1.03, midpoint (E) no LT",acidification: terrestrial no LT,terrestrial acidification potential (TAP) no LT,,LCIA_Implementation_3.9.xlsx,kg SO2-Eq,recipe-2016-v103-midpoint-e-no-ltat.92d12fac11fe0e283634978f881a62b3,24
"ReCiPe 2016 v1.03, midpoint (E) no LT",climate change no LT,global warming potential (GWP1000) no LT,,LCIA_Implementation_3.9.xlsx,kg CO2-Eq,recipe-2016-v103-midpoint-e-no-ltcg.ecbc2f3832ec012d006b245ad2e7331e,131
"ReCiPe 2016 v1.03, midpoint (E) no LT",ecotoxicity: freshwater no LT,freshwater ecotoxicity potential (FETP) no LT,,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-e-no-ltef.5b4926164608fa112bb44273d3755448,1538
"ReCiPe 2016 v1.03, midpoint (E) no LT",ecotoxicity: marine no LT,marine ecotoxicity potential (METP) no LT,,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-e-no-ltem.4bfa19b91d5e0e6b465e554b43527ccd,1538
"ReCiPe 2016 v1.03, midpoint (E) no LT",ecotoxicity: terrestrial no LT,terrestrial ecotoxicity potential (TETP) no LT,,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-e-no-ltet.1c6bfb8be70b6cd2478628b486fa8397,1535
"ReCiPe 2016 v1.03, midpoint (E) no LT","energy resources: non-renewable, fossil no LT",fossil fuel potential (FFP) no LT,,LCIA_Implementation_3.9.xlsx,kg oil-Eq,recipe-2016-v103-midpoint-e-no-ltef.e4501ff70ae799400db8be85894cc64b,6
"ReCiPe 2016 v1.03, midpoint (E) no LT",eutrophication: freshwater no LT,freshwater eutrophication potential (FEP) no LT,,LCIA_Implementation_3.9.xlsx,kg P-Eq,recipe-2016-v103-midpoint-e-no-ltef.1152fd6e31b4e7fddef32b06d075e77c,11
"ReCiPe 2016 v1.03, midpoint (E) no LT",eutrophication: marine no LT,marine eutrophication potential (MEP) no LT,,LCIA_Implementation_3.9.xlsx,kg N-Eq,recipe-2016-v103-midpoint-e-no-ltem.2c3e157dc487c7b146a20204090fa2cc,18
"ReCiPe 2016 v1.03, midpoint (E) no LT",human toxicity: carcinogenic no LT,human toxicity potential (HTPc) no LT,,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-e-no-lthh.935e83bbbc1dce2dd7a2f28c52b23991,453
"ReCiPe 2016 v1.03, midpoint (E) no LT",human toxicity: non-carcinogenic no LT,human toxicity potential (HTPnc) no LT,,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-e-no-lthh.8011879c51a2eab528c43d23d02688e1,1034
"ReCiPe 2016 v1.03, midpoint (E) no LT",ionising radiation no LT,ionising radiation potential (IRP) no LT,,LCIA_Implementation_3.9.xlsx,kg Co-60-Eq,recipe-2016-v103-midpoint-e-no-ltii.0fcc92f5f97ee9f7fbbf705b5caa6d4a,203
"ReCiPe 2016 v1.03, midpoint (E) no LT",land use no LT,agricultural land occupation (LOP) no LT,,LCIA_Implementation_3.9.xlsx,m2*a crop-Eq,recipe-2016-v103-midpoint-e-no-ltla.35698b31a476f8b737264904ca972694,51
"ReCiPe 2016 v1.03, midpoint (E) no LT",material resources: metals/minerals no LT,surplus ore potential (SOP) no LT,,LCIA_Implementation_3.9.xlsx,kg Cu-Eq,recipe-2016-v103-midpoint-e-no-ltms.3bd09723f8d6f36793eedbee94b78622,149
"ReCiPe 2016 v1.03, midpoint (E) no LT",ozone depletion no LT,ozone depletion potential (ODPinfinite) no LT,,LCIA_Implementation_3.9.xlsx,kg CFC-11-Eq,recipe-2016-v103-midpoint-e-no-ltoo.8cec39b4fff47f251d0ccccd271bdb14,50
"ReCiPe 2016 v1.03, midpoint (E) no LT",particulate matter formation no LT,particulate matter formation potential (PMFP) no LT,,LCIA_Implementation_3.9.xlsx,kg PM2.5-Eq,recipe-2016-v103-midpoint-e-no-ltpp.85f7852b197a2fe8466c5e64a7f9f77f,26
"ReCiPe 2016 v1.03, midpoint (E) no LT",photochemical oxidant formation: human health no LT,photochemical oxidant formation potential: humans (HOFP) no LT,,LCIA_Implementation_3.9.xlsx,kg NOx-Eq,recipe-2016-v103-midpoint-e-no-ltpp.41e8ca854b2d2636fefea459e9f6aa72,162
"ReCiPe 2016 v1.03, midpoint (E) no LT",photochemical oxidant formation: terrestrial ecosystems no LT,photochemical oxidant formation potential: ecosystems (EOFP) no LT,,LCIA_Implementation_3.9.xlsx,kg NOx-Eq,recipe-2016-v103-midpoint-e-no-ltpp.6a87411fa4b366e638192bc02e279a17,162
"ReCiPe 2016 v1.03, midpoint (E) no LT",water use no LT,water consumption potential (WCP) no LT,,LCIA_Implementation_3.9.xlsx,cubic meter,recipe-2016-v103-midpoint-e-no-ltww.fbe05fe613b512c599d575fd5d1aaa56,4
"ReCiPe 2016 v1.03, midpoint (E)",acidification: terrestrial,terrestrial acidification potential (TAP),,LCIA_Implementation_3.9.xlsx,kg SO2-Eq,recipe-2016-v103-midpoint-eat.2a21ef015379730951670ebe34f7fbd9,29
"ReCiPe 2016 v1.03, midpoint (E)",climate change,global warming potential (GWP1000),,LCIA_Implementation_3.9.xlsx,kg CO2-Eq,recipe-2016-v103-midpoint-ecg.daaeb194f731a118b1a141e7a1ae638b,155
"ReCiPe 2016 v1.03, midpoint (E)",ecotoxicity: freshwater,freshwater ecotoxicity potential (FETP),,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-eef.a8a41025b0688ebc459f6b43c66a800c,1760
"ReCiPe 2016 v1.03, midpoint (E)",ecotoxicity: marine,marine ecotoxicity potential (METP),,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-eem.59c941f1e7c3486bea2dedad3ec8a63c,1760
"ReCiPe 2016 v1.03, midpoint (E)",ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-eet.ba08e721ad1818050d82795f1c236b70,1757
"ReCiPe 2016 v1.03, midpoint (E)","energy resources: non-renewable, fossil",fossil fuel potential (FFP),,LCIA_Implementation_3.9.xlsx,kg oil-Eq,recipe-2016-v103-midpoint-eef.0e13561e63c31d3356776c27de07b40c,6
"ReCiPe 2016 v1.03, midpoint (E)",eutrophication: freshwater,freshwater eutrophication potential (FEP),,LCIA_Implementation_3.9.xlsx,kg P-Eq,recipe-2016-v103-midpoint-eef.3ab9856b1b8b8ce67fac4f77d3b182d4,13
"ReCiPe 2016 v1.03, midpoint (E)",eutrophication: marine,marine eutrophication potential (MEP),,LCIA_Implementation_3.9.xlsx,kg N-Eq,recipe-2016-v103-midpoint-eem.5d165e22953bc4b45c361f6386b6e768,22
"ReCiPe 2016 v1.03, midpoint (E)",human toxicity: carcinogenic,human toxicity potential (HTPc),,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-ehh.71ea8d24331aa3fc8ccdb5b8ff4d9a00,542
"ReCiPe 2016 v1.03, midpoint (E)",human toxicity: non-carcinogenic,human toxicity potential (HTPnc),,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-ehh.5fc0154e1c3ca6d58d48d5b25fdb4de1,1184
"ReCiPe 2016 v1.03, midpoint (E)",ionising radiation,ionising radiation potential (IRP),,LCIA_Implementation_3.9.xlsx,kg Co-60-Eq,recipe-2016-v103-midpoint-eii.74f923dd0c8ad0c1033c1bf3bd4f6fb7,253
"ReCiPe 2016 v1.03, midpoint (E)",land use,agricultural land occupation (LOP),,LCIA_Implementation_3.9.xlsx,m2*a crop-Eq,recipe-2016-v103-midpoint-ela.193b0daa4531470e8b9e096a2273bbcb,51
"ReCiPe 2016 v1.03, midpoint (E)",material resources: metals/minerals,surplus ore potential (SOP),,LCIA_Implementation_3.9.xlsx,kg Cu-Eq,recipe-2016-v103-midpoint-ems.eee3164fd3a09960a1473e8f9ff99005,149
"ReCiPe 2016 v1.03, midpoint (E)",ozone depletion,ozone depletion potential (ODPinfinite),,LCIA_Implementation_3.9.xlsx,kg CFC-11-Eq,recipe-2016-v103-midpoint-eoo.93c6e99a9a6a070b1b62230250ee2615,57
"ReCiPe 2016 v1.03, midpoint (E)",particulate matter formation,particulate matter formation potential (PMFP),,LCIA_Implementation_3.9.xlsx,kg PM2.5-Eq,recipe-2016-v103-midpoint-epp.0d5411530ce035415882a6259c96efe1,32
"ReCiPe 2016 v1.03, midpoint (E)",photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),,LCIA_Implementation_3.9.xlsx,kg NOx-Eq,recipe-2016-v103-midpoint-epp.9913974612ea8ff4f413721b1a81055a,178
"ReCiPe 2016 v1.03, midpoint (E)",photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),,LCIA_Implementation_3.9.xlsx,kg NOx-Eq,recipe-2016-v103-midpoint-epp.423aaae8d6c44237029e8c3b596d95fa,178
"ReCiPe 2016 v1.03, midpoint (E)",water use,water consumption potential (WCP),,LCIA_Implementation_3.9.xlsx,cubic meter,recipe-2016-v103-midpoint-eww.8a5aa8b37daa07e50e9c49383ee4445a,5
"ReCiPe 2016 v1.03, midpoint (H) no LT",acidification: terrestrial no LT,terrestrial acidification potential (TAP) no LT,,LCIA_Implementation_3.9.xlsx,kg SO2-Eq,recipe-2016-v103-midpoint-h-no-ltat.3df6918ef6b39f668e0ffcba73755602,24
"ReCiPe 2016 v1.03, midpoint (H) no LT",climate change no LT,global warming potential (GWP1000) no LT,,LCIA_Implementation_3.9.xlsx,kg CO2-Eq,recipe-2016-v103-midpoint-h-no-ltcg.54ce8310473691d0b2e880fedfdaa143,127
"ReCiPe 2016 v1.03, midpoint (H) no LT",ecotoxicity: freshwater no LT,freshwater ecotoxicity potential (FETP) no LT,,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-h-no-ltef.e8ca40aeecbfa9b61d608eabad3a02df,1538
"ReCiPe 2016 v1.03, midpoint (H) no LT",ecotoxicity: marine no LT,marine ecotoxicity potential (METP) no LT,,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-h-no-ltem.8f224a196bcfb746b69749a4f689993e,1538
"ReCiPe 2016 v1.03, midpoint (H) no LT",ecotoxicity: terrestrial no LT,terrestrial ecotoxicity potential (TETP) no LT,,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-h-no-ltet.77762c0a567dae1ba9efe5f1f80d5ba7,1535
"ReCiPe 2016 v1.03, midpoint (H) no LT","energy resources: non-renewable, fossil no LT",fossil fuel potential (FFP) no LT,,LCIA_Implementation_3.9.xlsx,kg oil-Eq,recipe-2016-v103-midpoint-h-no-ltef.a3e557e46fe448760bf9820303806724,6
"ReCiPe 2016 v1.03, midpoint (H) no LT",eutrophication: freshwater no LT,freshwater eutrophication potential (FEP) no LT,,LCIA_Implementation_3.9.xlsx,kg P-Eq,recipe-2016-v103-midpoint-h-no-ltef.555614f9c956d573d8f8d7af63dab378,11
"ReCiPe 2016 v1.03, midpoint (H) no LT",eutrophication: marine no LT,marine eutrophication potential (MEP) no LT,,LCIA_Implementation_3.9.xlsx,kg N-Eq,recipe-2016-v103-midpoint-h-no-ltem.b0a6a8d2b02dc9f83522cecb7a51147b,18
"ReCiPe 2016 v1.03, midpoint (H) no LT",human toxicity: carcinogenic no LT,human toxicity potential (HTPc) no LT,,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-h-no-lthh.a3daea60d88a4a89babea60086d0cc9b,453
"ReCiPe 2016 v1.03, midpoint (H) no LT",human toxicity: non-carcinogenic no LT,human toxicity potential (HTPnc) no LT,,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-h-no-lthh.7e4b9e0c9326f975eae8e1502feea1a8,1034
"ReCiPe 2016 v1.03, midpoint (H) no LT",ionising radiation no LT,ionising radiation potential (IRP) no LT,,LCIA_Implementation_3.9.xlsx,kg Co-60-Eq,recipe-2016-v103-midpoint-h-no-ltii.b7ab7bca8cb17d6281fd508b4b787c3e,149
"ReCiPe 2016 v1.03, midpoint (H) no LT",land use no LT,agricultural land occupation (LOP) no LT,,LCIA_Implementation_3.9.xlsx,m2*a crop-Eq,recipe-2016-v103-midpoint-h-no-ltla.80eb25480bb89874813386095e00714f,51
"ReCiPe 2016 v1.03, midpoint (H) no LT",material resources: metals/minerals no LT,surplus ore potential (SOP) no LT,,LCIA_Implementation_3.9.xlsx,kg Cu-Eq,recipe-2016-v103-midpoint-h-no-ltms.db53ef79984d8041a152a8c8168f5ed5,149
"ReCiPe 2016 v1.03, midpoint (H) no LT",ozone depletion no LT,ozone depletion potential (ODPinfinite) no LT,,LCIA_Implementation_3.9.xlsx,kg CFC-11-Eq,recipe-2016-v103-midpoint-h-no-ltoo.daf8277b488fc78c34fdee7453c20b22,50
"ReCiPe 2016 v1.03, midpoint (H) no LT",particulate matter formation no LT,particulate matter formation potential (PMFP) no LT,,LCIA_Implementation_3.9.xlsx,kg PM2.5-Eq,recipe-2016-v103-midpoint-h-no-ltpp.6ae32bd78e4ae759f8af4cc3e95236b3,26
"ReCiPe 2016 v1.03, midpoint (H) no LT",photochemical oxidant formation: human health no LT,photochemical oxidant formation potential: humans (HOFP) no LT,,LCIA_Implementation_3.9.xlsx,kg NOx-Eq,recipe-2016-v103-midpoint-h-no-ltpp.b7a243a0e0d1af53a14e0825c676608d,162
"ReCiPe 2016 v1.03, midpoint (H) no LT",photochemical oxidant formation: terrestrial ecosystems no LT,photochemical oxidant formation potential: ecosystems (EOFP) no LT,,LCIA_Implementation_3.9.xlsx,kg NOx-Eq,recipe-2016-v103-midpoint-h-no-ltpp.05c4a08dc05efc03fbebcb664641522e,162
"ReCiPe 2016 v1.03, midpoint (H) no LT",water use no LT,water consumption potential (WCP) no LT,,LCIA_Implementation_3.9.xlsx,cubic meter,recipe-2016-v103-midpoint-h-no-ltww.e52e3ca79b837a6c290bd539f988ff69,4
"ReCiPe 2016 v1.03, midpoint (H)",acidification: terrestrial,terrestrial acidification potential (TAP),,LCIA_Implementation_3.9.xlsx,kg SO2-Eq,recipe-2016-v103-midpoint-hat.fc6c3c6183a2266aa81b27a9f29a6408,29
"ReCiPe 2016 v1.03, midpoint (H)",climate change,global warming potential (GWP1000),,LCIA_Implementation_3.9.xlsx,kg CO2-Eq,recipe-2016-v103-midpoint-hcg.ada9dcc212b02b09bc1a78acd951df5b,151
"ReCiPe 2016 v1.03, midpoint (H)",ecotoxicity: freshwater,freshwater ecotoxicity potential (FETP),,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-hef.b86d3dd1756e4006f595d7c074e50578,1760
"ReCiPe 2016 v1.03, midpoint (H)",ecotoxicity: marine,marine ecotoxicity potential (METP),,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-hem.26fca9ae20d94086eebc6c764a891abb,1760
"ReCiPe 2016 v1.03, midpoint (H)",ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-het.4430e3003bcb6842f93337c12efe952f,1757
"ReCiPe 2016 v1.03, midpoint (H)","energy resources: non-renewable, fossil",fossil fuel potential (FFP),,LCIA_Implementation_3.9.xlsx,kg oil-Eq,recipe-2016-v103-midpoint-hef.f1e2fc7b0a39111bf5d72bbf6d759aab,6
"ReCiPe 2016 v1.03, midpoint (H)",eutrophication: freshwater,freshwater eutrophication potential (FEP),,LCIA_Implementation_3.9.xlsx,kg P-Eq,recipe-2016-v103-midpoint-hef.25258c28245fffc75e07506950fcf585,13
"ReCiPe 2016 v1.03, midpoint (H)",eutrophication: marine,marine eutrophication potential (MEP),,LCIA_Implementation_3.9.xlsx,kg N-Eq,recipe-2016-v103-midpoint-hem.3299d071e43d09175feaea7214ffd845,22
"ReCiPe 2016 v1.03, midpoint (H)",human toxicity: carcinogenic,human toxicity potential (HTPc),,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-hhh.90a2294f139aef9ee2a64f0004787f41,542
"ReCiPe 2016 v1.03, midpoint (H)",human toxicity: non-carcinogenic,human toxicity potential (HTPnc),,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-hhh.b689809acb16926e066d23afb540f919,1184
"ReCiPe 2016 v1.03, midpoint (H)",ionising radiation,ionising radiation potential (IRP),,LCIA_Implementation_3.9.xlsx,kg Co-60-Eq,recipe-2016-v103-midpoint-hii.2018e8cfecc04fd4989e7665e1b64718,186
"ReCiPe 2016 v1.03, midpoint (H)",land use,agricultural land occupation (LOP),,LCIA_Implementation_3.9.xlsx,m2*a crop-Eq,recipe-2016-v103-midpoint-hla.0f1297018f5d1afdecf0c1e4bc8b062e,51
"ReCiPe 2016 v1.03, midpoint (H)",material resources: metals/minerals,surplus ore potential (SOP),,LCIA_Implementation_3.9.xlsx,kg Cu-Eq,recipe-2016-v103-midpoint-hms.32bfe0dcb5a3f03a076d52d199a40553,149
"ReCiPe 2016 v1.03, midpoint (H)",ozone depletion,ozone depletion potential (ODPinfinite),,LCIA_Implementation_3.9.xlsx,kg CFC-11-Eq,recipe-2016-v103-midpoint-hoo.14b4613900d66ec757b0afdad9ade603,57
"ReCiPe 2016 v1.03, midpoint (H)",particulate matter formation,particulate matter formation potential (PMFP),,LCIA_Implementation_3.9.xlsx,kg PM2.5-Eq,recipe-2016-v103-midpoint-hpp.26f43fcda4d6d48bab8271688fca4b92,32
"ReCiPe 2016 v1.03, midpoint (H)",photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),,LCIA_Implementation_3.9.xlsx,kg NOx-Eq,recipe-2016-v103-midpoint-hpp.f8350a0670e13197ad9bd26d1be7993a,178
"ReCiPe 2016 v1.03, midpoint (H)",photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),,LCIA_Implementation_3.9.xlsx,kg NOx-Eq,recipe-2016-v103-midpoint-hpp.4383a1cb9ad541ff895e43d055a0d262,178
"ReCiPe 2016 v1.03, midpoint (H)",water use,water consumption potential (WCP),,LCIA_Implementation_3.9.xlsx,cubic meter,recipe-2016-v103-midpoint-hww.d486ca0032ef88c3481939b513949247,5
"ReCiPe 2016 v1.03, midpoint (I) no LT",acidification: terrestrial no LT,terrestrial acidification potential (TAP) no LT,,LCIA_Implementation_3.9.xlsx,kg SO2-Eq,recipe-2016-v103-midpoint-i-no-ltat.a716aef670ce495b3cc0e875501242b0,26
"ReCiPe 2016 v1.03, midpoint (I) no LT",climate change no LT,global warming potential (GWP1000) no LT,,LCIA_Implementation_3.9.xlsx,kg CO2-Eq,recipe-2016-v103-midpoint-i-no-ltcg.f9c8a06c7dc616f212e1882cbda8e5f1,127
"ReCiPe 2016 v1.03, midpoint (I) no LT",ecotoxicity: freshwater no LT,freshwater ecotoxicity potential (FETP) no LT,,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-i-no-ltef.3837c3147750b9513078c5381d16e5be,1234
"ReCiPe 2016 v1.03, midpoint (I) no LT",ecotoxicity: marine no LT,marine ecotoxicity potential (METP) no LT,,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-i-no-ltem.820242d1dd4588e50fea2aaf3f451d1d,1234
"ReCiPe 2016 v1.03, midpoint (I) no LT",ecotoxicity: terrestrial no LT,terrestrial ecotoxicity potential (TETP) no LT,,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-i-no-ltet.524322c44685ee680fe7c664689dd956,1231
"ReCiPe 2016 v1.03, midpoint (I) no LT","energy resources: non-renewable, fossil no LT",fossil fuel potential (FFP) no LT,,LCIA_Implementation_3.9.xlsx,kg oil-Eq,recipe-2016-v103-midpoint-i-no-ltef.716bebd87b5a0dc714525c3d2eede47c,6
"ReCiPe 2016 v1.03, midpoint (I) no LT",eutrophication: freshwater no LT,freshwater eutrophication potential (FEP) no LT,,LCIA_Implementation_3.9.xlsx,kg P-Eq,recipe-2016-v103-midpoint-i-no-ltef.2101a21110bf41b9189c25d07851dd76,11
"ReCiPe 2016 v1.03, midpoint (I) no LT",eutrophication: marine no LT,marine eutrophication potential (MEP) no LT,,LCIA_Implementation_3.9.xlsx,kg N-Eq,recipe-2016-v103-midpoint-i-no-ltem.099b13977270bd51e446c773704082a7,18
"ReCiPe 2016 v1.03, midpoint (I) no LT",human toxicity: carcinogenic no LT,human toxicity potential (HTPc) no LT,,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-i-no-lthh.26a01232e1875d79e90cf1630535addc,274
"ReCiPe 2016 v1.03, midpoint (I) no LT",human toxicity: non-carcinogenic no LT,human toxicity potential (HTPnc) no LT,,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-i-no-lthh.7bed1d4ca79440a252f6edd33f6fc69b,1034
"ReCiPe 2016 v1.03, midpoint (I) no LT",ionising radiation no LT,ionising radiation potential (IRP) no LT,,LCIA_Implementation_3.9.xlsx,kg Co-60-Eq,recipe-2016-v103-midpoint-i-no-ltii.d7f11d84b4362c915e19651def431f5e,145
"ReCiPe 2016 v1.03, midpoint (I) no LT",land use no LT,agricultural land occupation (LOP) no LT,,LCIA_Implementation_3.9.xlsx,m2*a crop-Eq,recipe-2016-v103-midpoint-i-no-ltla.a7202fb5b867a449de30e3f4f1b83db4,51
"ReCiPe 2016 v1.03, midpoint (I) no LT",material resources: metals/minerals no LT,surplus ore potential (SOP) no LT,,LCIA_Implementation_3.9.xlsx,kg Cu-Eq,recipe-2016-v103-midpoint-i-no-ltms.6e9292a5206e5e1533fac52e4389a512,149
"ReCiPe 2016 v1.03, midpoint (I) no LT",ozone depletion no LT,ozone depletion potential (ODPinfinite) no LT,,LCIA_Implementation_3.9.xlsx,kg CFC-11-Eq,recipe-2016-v103-midpoint-i-no-ltoo.5f1bfac00845d142ab2ae9f287b76d19,50
"ReCiPe 2016 v1.03, midpoint (I) no LT",particulate matter formation no LT,particulate matter formation potential (PMFP) no LT,,LCIA_Implementation_3.9.xlsx,kg PM2.5-Eq,recipe-2016-v103-midpoint-i-no-ltpp.f84860bb3745622ee5669e9c55855f4b,4
"ReCiPe 2016 v1.03, midpoint (I) no LT",photochemical oxidant formation: human health no LT,photochemical oxidant formation potential: humans (HOFP) no LT,,LCIA_Implementation_3.9.xlsx,kg NOx-Eq,recipe-2016-v103-midpoint-i-no-ltpp.ebaa11952a6fafc00e22d2d136a6bf6e,168
"ReCiPe 2016 v1.03, midpoint (I) no LT",photochemical oxidant formation: terrestrial ecosystems no LT,photochemical oxidant formation potential: ecosystems (EOFP) no LT,,LCIA_Implementation_3.9.xlsx,kg NOx-Eq,recipe-2016-v103-midpoint-i-no-ltpp.8dc07e2f5f700d4be40fa8c2348590a6,168
"ReCiPe 2016 v1.03, midpoint (I) no LT",water use no LT,water consumption potential (WCP) no LT,,LCIA_Implementation_3.9.xlsx,cubic meter,recipe-2016-v103-midpoint-i-no-ltww.9868ba698180bd00c8fa955fa3b194b5,4
"ReCiPe 2016 v1.03, midpoint (I)",acidification: terrestrial,terrestrial acidification potential (TAP),,LCIA_Implementation_3.9.xlsx,kg SO2-Eq,recipe-2016-v103-midpoint-iat.62551e5cfcf4bb7095c4eb15bbe8e477,32
"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),,LCIA_Implementation_3.9.xlsx,kg CO2-Eq,recipe-2016-v103-midpoint-icg.b437c0e6053bb76139d62e12a43cfaac,151
"ReCiPe 2016 v1.03, midpoint (I)",ecotoxicity: freshwater,freshwater ecotoxicity potential (FETP),,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-ief.a0e37060d9076dc1de43a5435f2f2f2d,1412
"ReCiPe 2016 v1.03, midpoint (I)",ecotoxicity: marine,marine ecotoxicity potential (METP),,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-iem.986da9fb2ca3515834472b106162f37f,1412
"ReCiPe 2016 v1.03, midpoint (I)",ecotoxicity: terrestrial,terrestrial ecotoxicity potential (TETP),,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-iet.28523fe79162abe6d58bc48a85b7a8cc,1409
"ReCiPe 2016 v1.03, midpoint (I)","energy resources: non-renewable, fossil",fossil fuel potential (FFP),,LCIA_Implementation_3.9.xlsx,kg oil-Eq,recipe-2016-v103-midpoint-ief.8032ce41feb8d39f096aa814f2b7369f,6
"ReCiPe 2016 v1.03, midpoint (I)",eutrophication: freshwater,freshwater eutrophication potential (FEP),,LCIA_Implementation_3.9.xlsx,kg P-Eq,recipe-2016-v103-midpoint-ief.acf41bf43dde2a11896f077715a1a0ab,13
"ReCiPe 2016 v1.03, midpoint (I)",eutrophication: marine,marine eutrophication potential (MEP),,LCIA_Implementation_3.9.xlsx,kg N-Eq,recipe-2016-v103-midpoint-iem.3e943a6ecd6456d3f54e3f73e6c98774,22
"ReCiPe 2016 v1.03, midpoint (I)",human toxicity: carcinogenic,human toxicity potential (HTPc),,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-ihh.264f28b4b12c55d34f62c40c4de8e610,332
"ReCiPe 2016 v1.03, midpoint (I)",human toxicity: non-carcinogenic,human toxicity potential (HTPnc),,LCIA_Implementation_3.9.xlsx,"kg 1,4-DCB-Eq",recipe-2016-v103-midpoint-ihh.5ab4940c6237e5db3d2349f0dd89a89c,1184
