;Voltage_V;Capacity_mAh;Weight_g;Energy_density_Wh_kg;Imax [A];Pmax_W_kg;Volume_mm3
6;125.80000000000001;12150;9333;163.7704918;607.5;8188.52459;4598568
7;188.7;12150;14382;159.4148936;607.5;7970.744681;7074720
8;125.80000000000001;12150;9792;156.09375;607.5;7804.6875;4598568
9;188.7;12150;14535;157.7368421;607.5;7886.842105;7074720
10;188.7;19800;23103;161.7218543;990.0;8086.092715;11470410
11;251.60000000000002;19800;30141;165.2791878;990.0;8263.959391;14747670
12;125.80000000000001;25200;18819;168.4552846;1260.0;8422.764228;9020268
13;188.7;25200;27693;171.7127072;1260.0;8585.635359;12734496
14;188.7;25200;27693;171.7127072;1260.0;8585.635359;12734496
15;188.7;25200;27693;171.7127072;1260.0;8585.635359;12734496
16;251.60000000000002;25200;35802;177.0940171;1260.0;8854.700855;16979328
17;377.4;25200;53703;177.0940171;1260.0;8854.700855;25468992
18;377.4;30600;73134;157.9079498;1530.0;7895.39749;33750270
19;377.4;30600;74664;154.6721311;1530.0;7733.606557;33875271
20;503.20000000000005;30600;93483;164.7135843;1530.0;8235.679214;44408250
21;125.80000000000001;36000;23868;189.7435897;1800.0;9487.179487;12172680
22;314.5;36000;66555;170.1149425;1800.0;8505.747126;28402920
23;377.4;36000;82008;165.6716418;1800.0;8283.58209;34083504
24;440.29999999999995;36000;93942;168.7296417;1800.0;8436.482085;39764088
25;503.20000000000005;36000;107406;168.6609687;1800.0;8433.048433;45444672
26;503.20000000000005;36000;108936;166.2921348;1800.0;8314.606742;45444672
27;566.0999999999999;36000;120870;168.6075949;1800.0;8430.379747;50313744
28;629.0;36000;134181;168.7571266;1800.0;8437.856328;56805840
29;629.0;36000;135711;166.854566;1800.0;8342.728298;56805840
30;377.4;36000;82008;165.6716418;1800.0;8283.58209;34083504
31;125.80000000000001;39600;31365;158.8292683;1980.0;7941.463415;14315904
32;377.4;39600;91953;162.5291181;1980.0;8126.455907;42947712
33;440.29999999999995;39600;107253;162.5677603;1980.0;8128.388017;49210920
34;629.0;39600;152082;163.7826962;1980.0;8189.134809;69790032
35;188.7;45000;53397;159.025788;2250.0;7951.289398;25052832
36;251.60000000000002;45000;71145;159.1397849;2250.0;7956.989247;33105528
37;314.5;45000;87822;161.1498258;2250.0;8057.491289;41158224
38;566.0999999999999;45000;160038;159.1778203;2250.0;7958.891013;73369008
39;629.0;45000;177786;159.2082616;2250.0;7960.413081;82316448
40;629.0;45000;179316;157.8498294;2250.0;7892.491468;82316448
41;188.7;54000;56916;179.0322581;2700.0;8951.612903;27066312
42;251.60000000000002;54000;74970;181.2244898;2700.0;9061.22449;35085960
43;314.5;54000;97614;173.9811912;2700.0;8699.059561;43105608
44;377.4;54000;113679;179.2732167;2700.0;8963.660834;52127712
45;188.7;61200;74052;155.9504132;3060.0;7797.520661;34500276
46;377.4;61200;138771;166.4388093;3060.0;8321.940463;68092650
47;125.80000000000001;72000;53550;169.1428571;3600.0;8457.142857;25605468
48;188.7;72000;80478;168.8212928;3600.0;8441.064639;38408202
49;251.60000000000002;72000;107253;168.9015692;3600.0;8445.078459;51210936
50;314.5;72000;131427;172.2933644;3600.0;8614.668219;64013670
51;62.900000000000006;2925;1836;100.2083333;409.5;14029.16667;860625
52;125.80000000000001;2925;3519;104.5652174;409.5;14639.13043;1893375
0;251.60000000000002;37000;40800;228.1666667;3330.0;20535.0;25593840
1;125.80000000000001;5000;5100;123.3333333;250.0;6166.666667;2432700
2;188.7;5000;7480;126.1363636;250.0;6306.818182;3513900
3;125.80000000000001;7500;6630;142.3076923;375.0;7115.384615;3478200
4;188.7;7500;9690;146.0526316;375.0;7302.631579;5217300
5;125.80000000000001;9100;7990;143.2765957;455.0;7163.829787;3922750
6;125.80000000000001;13500;10370;163.7704918;675.0;8188.52459;5109520
7;188.7;13500;15980;159.4148936;675.0;7970.744681;7860800
8;125.80000000000001;13500;10880;156.09375;675.0;7804.6875;5109520
9;188.7;13500;16150;157.7368421;675.0;7886.842105;7860800
10;188.7;22000;25670;161.7218543;1100.0;8086.092715;12744900
11;251.60000000000002;22000;33490;165.2791878;1100.0;8263.959391;16386300
12;125.80000000000001;28000;20910;168.4552846;1400.0;8422.764228;10022520
13;188.7;28000;30770;171.7127072;1400.0;8585.635359;14149440
14;188.7;28000;30770;171.7127072;1400.0;8585.635359;14149440
15;188.7;28000;30770;171.7127072;1400.0;8585.635359;14149440
16;251.60000000000002;28000;39780;177.0940171;1400.0;8854.700855;18865920
17;377.4;28000;59670;177.0940171;1400.0;8854.700855;28298880
18;377.4;34000;81260;157.9079498;1700.0;7895.39749;37500300
19;377.4;34000;82960;154.6721311;1700.0;7733.606557;37639190
20;503.20000000000005;34000;103870;164.7135843;1700.0;8235.679214;49342500
21;125.80000000000001;40000;26520;189.7435897;2000.0;9487.179487;13525200
22;314.5;40000;73950;170.1149425;2000.0;8505.747126;31558800
23;377.4;40000;91120;165.6716418;2000.0;8283.58209;37870560
24;440.29999999999995;40000;104380;168.7296417;2000.0;8436.482085;44182320
25;503.20000000000005;40000;119340;168.6609687;2000.0;8433.048433;50494080
26;503.20000000000005;40000;121040;166.2921348;2000.0;8314.606742;50494080
27;566.0999999999999;40000;134300;168.6075949;2000.0;8430.379747;55904160
28;629.0;40000;149090;168.7571266;2000.0;8437.856328;63117600
29;629.0;40000;150790;166.854566;2000.0;8342.728298;63117600
30;377.4;40000;91120;165.6716418;2000.0;8283.58209;37870560
31;125.80000000000001;44000;34850;158.8292683;2200.0;7941.463415;15906560
32;377.4;44000;102170;162.5291181;2200.0;8126.455907;47719680
33;440.29999999999995;44000;119170;162.5677603;2200.0;8128.388017;54678800
34;629.0;44000;168980;163.7826962;2200.0;8189.134809;77544480
35;188.7;50000;59330;159.025788;2500.0;7951.289398;27836480
36;251.60000000000002;50000;79050;159.1397849;2500.0;7956.989247;36783920
37;314.5;50000;97580;161.1498258;2500.0;8057.491289;45731360
38;566.0999999999999;50000;177820;159.1778203;2500.0;7958.891013;81521120
39;629.0;50000;197540;159.2082616;2500.0;7960.413081;91462720
40;629.0;50000;199240;157.8498294;2500.0;7892.491468;91462720
41;188.7;60000;63240;179.0322581;3000.0;8951.612903;30073680
42;251.60000000000002;60000;83300;181.2244898;3000.0;9061.22449;38984400
43;314.5;60000;108460;173.9811912;3000.0;8699.059561;47895120
44;377.4;60000;126310;179.2732167;3000.0;8963.660834;57919680
45;188.7;68000;82280;155.9504132;3400.0;7797.520661;38333640
46;377.4;68000;154190;166.4388093;3400.0;8321.940463;75658500
47;125.80000000000001;80000;59500;169.1428571;4000.0;8457.142857;28450520
48;188.7;80000;89420;168.8212928;4000.0;8441.064639;42675780
49;251.60000000000002;80000;119170;168.9015692;4000.0;8445.078459;56901040
50;314.5;80000;146030;172.2933644;4000.0;8614.668219;71126300
51;62.900000000000006;3250;2040;100.2083333;455.0;14029.16667;956250
52;125.80000000000001;3250;3910;104.5652174;455.0;14639.13043;2103750
0;251.60000000000002;40700;44880;228.1666667;3663.0;20535.0;28153224
1;125.80000000000001;5500;5610;123.3333333;275.0;6166.666667;2675970
2;188.7;5500;8228;126.1363636;275.0;6306.818182;3865290
3;125.80000000000001;8250;7293;142.3076923;412.5;7115.384615;3826020
4;188.7;8250;10659;146.0526316;412.5;7302.631579;5739030
5;125.80000000000001;10010;8789;143.2765957;500.5;7163.829787;4315025
6;125.80000000000001;14850;11407;163.7704918;742.5;8188.52459;5620472
7;188.7;14850;17578;159.4148936;742.5;7970.744681;8646880
8;125.80000000000001;14850;11968;156.09375;742.5;7804.6875;5620472
9;188.7;14850;17765;157.7368421;742.5;7886.842105;8646880
10;188.7;24200;28237;161.7218543;1210.0;8086.092715;14019390
11;251.60000000000002;24200;36839;165.2791878;1210.0;8263.959391;18024930
12;125.80000000000001;30800;23001;168.4552846;1540.0;8422.764228;11024772
13;188.7;30800;33847;171.7127072;1540.0;8585.635359;15564384
14;188.7;30800;33847;171.7127072;1540.0;8585.635359;15564384
15;188.7;30800;33847;171.7127072;1540.0;8585.635359;15564384
16;251.60000000000002;30800;43758;177.0940171;1540.0;8854.700855;20752512
17;377.4;30800;65637;177.0940171;1540.0;8854.700855;31128768
18;377.4;37400;89386;157.9079498;1870.0;7895.39749;41250330
19;377.4;37400;91256;154.6721311;1870.0;7733.606557;41403109
20;503.20000000000005;37400;114257;164.7135843;1870.0;8235.679214;54276750
21;125.80000000000001;44000;29172;189.7435897;2200.0;9487.179487;14877720
22;314.5;44000;81345;170.1149425;2200.0;8505.747126;34714680
23;377.4;44000;100232;165.6716418;2200.0;8283.58209;41657616
24;440.29999999999995;44000;114818;168.7296417;2200.0;8436.482085;48600552
25;503.20000000000005;44000;131274;168.6609687;2200.0;8433.048433;55543488
26;503.20000000000005;44000;133144;166.2921348;2200.0;8314.606742;55543488
27;566.0999999999999;44000;147730;168.6075949;2200.0;8430.379747;61494576
28;629.0;44000;163999;168.7571266;2200.0;8437.856328;69429360
29;629.0;44000;165869;166.854566;2200.0;8342.728298;69429360
30;377.4;44000;100232;165.6716418;2200.0;8283.58209;41657616
31;125.80000000000001;48400;38335;158.8292683;2420.0;7941.463415;17497216
32;377.4;48400;112387;162.5291181;2420.0;8126.455907;52491648
33;440.29999999999995;48400;131087;162.5677603;2420.0;8128.388017;60146680
34;629.0;48400;185878;163.7826962;2420.0;8189.134809;85298928
35;188.7;55000;65263;159.025788;2750.0;7951.289398;30620128
36;251.60000000000002;55000;86955;159.1397849;2750.0;7956.989247;40462312
37;314.5;55000;107338;161.1498258;2750.0;8057.491289;50304496
38;566.0999999999999;55000;195602;159.1778203;2750.0;7958.891013;89673232
39;629.0;55000;217294;159.2082616;2750.0;7960.413081;100608992
40;629.0;55000;219164;157.8498294;2750.0;7892.491468;100608992
41;188.7;66000;69564;179.0322581;3300.0;8951.612903;33081048
42;251.60000000000002;66000;91630;181.2244898;3300.0;9061.22449;42882840
43;314.5;66000;119306;173.9811912;3300.0;8699.059561;52684632
44;377.4;66000;138941;179.2732167;3300.0;8963.660834;63711648
45;188.7;74800;90508;155.9504132;3740.0;7797.520661;42167004
46;377.4;74800;169609;166.4388093;3740.0;8321.940463;83224350
47;125.80000000000001;88000;65450;169.1428571;4400.0;8457.142857;31295572
48;188.7;88000;98362;168.8212928;4400.0;8441.064639;46943358
49;251.60000000000002;88000;131087;168.9015692;4400.0;8445.078459;62591144
50;314.5;88000;160633;172.2933644;4400.0;8614.668219;78238930
51;62.900000000000006;3575;2244;100.2083333;500.5;14029.16667;1051875
52;125.80000000000001;3575;4301;104.5652174;500.5;14639.13043;2314125
0;251.60000000000002;44400;48960;228.1666667;3996.0;20535.0;30712608
1;125.80000000000001;6000;6120;123.3333333;300.0;6166.666667;2919240
2;188.7;6000;8976;126.1363636;300.0;6306.818182;4216680
3;125.80000000000001;9000;7956;142.3076923;450.0;7115.384615;4173840
4;188.7;9000;11628;146.0526316;450.0;7302.631579;6260760
5;125.80000000000001;10920;9588;143.2765957;546.0;7163.829787;4707300
6;125.80000000000001;16200;12444;163.7704918;810.0;8188.52459;6131424
7;188.7;16200;19176;159.4148936;810.0;7970.744681;9432960
8;125.80000000000001;16200;13056;156.09375;810.0;7804.6875;6131424
9;188.7;16200;19380;157.7368421;810.0;7886.842105;9432960
10;188.7;26400;30804;161.7218543;1320.0;8086.092715;15293880
11;251.60000000000002;26400;40188;165.2791878;1320.0;8263.959391;19663560
12;125.80000000000001;33600;25092;168.4552846;1680.0;8422.764228;12027024
13;188.7;33600;36924;171.7127072;1680.0;8585.635359;16979328
14;188.7;33600;36924;171.7127072;1680.0;8585.635359;16979328
15;188.7;33600;36924;171.7127072;1680.0;8585.635359;16979328
16;251.60000000000002;33600;47736;177.0940171;1680.0;8854.700855;22639104
17;377.4;33600;71604;177.0940171;1680.0;8854.700855;33958656
18;377.4;40800;97512;157.9079498;2040.0;7895.39749;45000360
19;377.4;40800;99552;154.6721311;2040.0;7733.606557;45167028
20;503.20000000000005;40800;124644;164.7135843;2040.0;8235.679214;59211000
21;125.80000000000001;48000;31824;189.7435897;2400.0;9487.179487;16230240
22;314.5;48000;88740;170.1149425;2400.0;8505.747126;37870560
23;377.4;48000;109344;165.6716418;2400.0;8283.58209;45444672
24;440.29999999999995;48000;125256;168.7296417;2400.0;8436.482085;53018784
25;503.20000000000005;48000;143208;168.6609687;2400.0;8433.048433;60592896
26;503.20000000000005;48000;145248;166.2921348;2400.0;8314.606742;60592896
27;566.0999999999999;48000;161160;168.6075949;2400.0;8430.379747;67084992
28;629.0;48000;178908;168.7571266;2400.0;8437.856328;75741120
29;629.0;48000;180948;166.854566;2400.0;8342.728298;75741120
30;377.4;48000;109344;165.6716418;2400.0;8283.58209;45444672
31;125.80000000000001;52800;41820;158.8292683;2640.0;7941.463415;19087872
32;377.4;52800;122604;162.5291181;2640.0;8126.455907;57263616
33;440.29999999999995;52800;143004;162.5677603;2640.0;8128.388017;65614560
34;629.0;52800;202776;163.7826962;2640.0;8189.134809;93053376
35;188.7;60000;71196;159.025788;3000.0;7951.289398;33403776
36;251.60000000000002;60000;94860;159.1397849;3000.0;7956.989247;44140704
37;314.5;60000;117096;161.1498258;3000.0;8057.491289;54877632
38;566.0999999999999;60000;213384;159.1778203;3000.0;7958.891013;97825344
39;629.0;60000;237048;159.2082616;3000.0;7960.413081;109755264
40;629.0;60000;239088;157.8498294;3000.0;7892.491468;109755264
41;188.7;72000;75888;179.0322581;3600.0;8951.612903;36088416
42;251.60000000000002;72000;99960;181.2244898;3600.0;9061.22449;46781280
43;314.5;72000;130152;173.9811912;3600.0;8699.059561;57474144
44;377.4;72000;151572;179.2732167;3600.0;8963.660834;69503616
45;188.7;81600;98736;155.9504132;4080.0;7797.520661;46000368
46;377.4;81600;185028;166.4388093;4080.0;8321.940463;90790200
47;125.80000000000001;96000;71400;169.1428571;4800.0;8457.142857;34140624
48;188.7;96000;107304;168.8212928;4800.0;8441.064639;51210936
49;251.60000000000002;96000;143004;168.9015692;4800.0;8445.078459;68281248
50;314.5;96000;175236;172.2933644;4800.0;8614.668219;85351560
51;62.900000000000006;3900;2448;100.2083333;546.0;14029.16667;1147500
52;125.80000000000001;3900;4692;104.5652174;546.0;14639.13043;2524500
0;251.60000000000002;48100;53040;228.1666667;4329.0;20535.0;33271992
1;125.80000000000001;6500;6630;123.3333333;325.0;6166.666667;3162510
2;188.7;6500;9724;126.1363636;325.0;6306.818182;4568070
3;125.80000000000001;9750;8619;142.3076923;487.5;7115.384615;4521660
4;188.7;9750;12597;146.0526316;487.5;7302.631579;6782490
5;125.80000000000001;11830;10387;143.2765957;591.5;7163.829787;5099575
6;125.80000000000001;17550;13481;163.7704918;877.5;8188.52459;6642376
7;188.7;17550;20774;159.4148936;877.5;7970.744681;10219040
8;125.80000000000001;17550;14144;156.09375;877.5;7804.6875;6642376
9;188.7;17550;20995;157.7368421;877.5;7886.842105;10219040
10;188.7;28600;33371;161.7218543;1430.0;8086.092715;16568370
11;251.60000000000002;28600;43537;165.2791878;1430.0;8263.959391;21302190
12;125.80000000000001;36400;27183;168.4552846;1820.0;8422.764228;13029276
13;188.7;36400;40001;171.7127072;1820.0;8585.635359;18394272
14;188.7;36400;40001;171.7127072;1820.0;8585.635359;18394272
15;188.7;36400;40001;171.7127072;1820.0;8585.635359;18394272
16;251.60000000000002;36400;51714;177.0940171;1820.0;8854.700855;24525696
17;377.4;36400;77571;177.0940171;1820.0;8854.700855;36788544
18;377.4;44200;105638;157.9079498;2210.0;7895.39749;48750390
19;377.4;44200;107848;154.6721311;2210.0;7733.606557;48930947
20;503.20000000000005;44200;135031;164.7135843;2210.0;8235.679214;64145250
21;125.80000000000001;52000;34476;189.7435897;2600.0;9487.179487;17582760
22;314.5;52000;96135;170.1149425;2600.0;8505.747126;41026440
23;377.4;52000;118456;165.6716418;2600.0;8283.58209;49231728
24;440.29999999999995;52000;135694;168.7296417;2600.0;8436.482085;57437016
25;503.20000000000005;52000;155142;168.6609687;2600.0;8433.048433;65642304
26;503.20000000000005;52000;157352;166.2921348;2600.0;8314.606742;65642304
27;566.0999999999999;52000;174590;168.6075949;2600.0;8430.379747;72675408
28;629.0;52000;193817;168.7571266;2600.0;8437.856328;82052880
29;629.0;52000;196027;166.854566;2600.0;8342.728298;82052880
30;377.4;52000;118456;165.6716418;2600.0;8283.58209;49231728
31;125.80000000000001;57200;45305;158.8292683;2860.0;7941.463415;20678528
32;377.4;57200;132821;162.5291181;2860.0;8126.455907;62035584
33;440.29999999999995;57200;154921;162.5677603;2860.0;8128.388017;71082440
34;629.0;57200;219674;163.7826962;2860.0;8189.134809;100807824
35;188.7;65000;77129;159.025788;3250.0;7951.289398;36187424
36;251.60000000000002;65000;102765;159.1397849;3250.0;7956.989247;47819096
37;314.5;65000;126854;161.1498258;3250.0;8057.491289;59450768
38;566.0999999999999;65000;231166;159.1778203;3250.0;7958.891013;105977456
39;629.0;65000;256802;159.2082616;3250.0;7960.413081;118901536
40;629.0;65000;259012;157.8498294;3250.0;7892.491468;118901536
41;188.7;78000;82212;179.0322581;3900.0;8951.612903;39095784
42;251.60000000000002;78000;108290;181.2244898;3900.0;9061.22449;50679720
43;314.5;78000;140998;173.9811912;3900.0;8699.059561;62263656
44;377.4;78000;164203;179.2732167;3900.0;8963.660834;75295584
45;188.7;88400;106964;155.9504132;4420.0;7797.520661;49833732
46;377.4;88400;200447;166.4388093;4420.0;8321.940463;98356050
47;125.80000000000001;104000;77350;169.1428571;5200.0;8457.142857;36985676
48;188.7;104000;116246;168.8212928;5200.0;8441.064639;55478514
49;251.60000000000002;104000;154921;168.9015692;5200.0;8445.078459;73971352
50;314.5;104000;189839;172.2933644;5200.0;8614.668219;92464190
51;62.900000000000006;4225;2652;100.2083333;591.5;14029.16667;1243125
52;125.80000000000001;4225;5083;104.5652174;591.5;14639.13043;2734875
0;251.60000000000002;51800;57120;228.1666667;4662.0;20535.0;35831376
1;125.80000000000001;7000;7140;123.3333333;350.0;6166.666667;3405780
2;188.7;7000;10472;126.1363636;350.0;6306.818182;4919460
3;125.80000000000001;10500;9282;142.3076923;525.0;7115.384615;4869480
4;188.7;10500;13566;146.0526316;525.0;7302.631579;7304220
5;125.80000000000001;12740;11186;143.2765957;637.0;7163.829787;5491850
6;125.80000000000001;18900;14518;163.7704918;945.0;8188.52459;7153328
7;188.7;18900;22372;159.4148936;945.0;7970.744681;11005120
8;125.80000000000001;18900;15232;156.09375;945.0;7804.6875;7153328
9;188.7;18900;22610;157.7368421;945.0;7886.842105;11005120
10;188.7;30800;35938;161.7218543;1540.0;8086.092715;17842860
11;251.60000000000002;30800;46886;165.2791878;1540.0;8263.959391;22940820
12;125.80000000000001;39200;29274;168.4552846;1960.0;8422.764228;14031528
13;188.7;39200;43078;171.7127072;1960.0;8585.635359;19809216
14;188.7;39200;43078;171.7127072;1960.0;8585.635359;19809216
15;188.7;39200;43078;171.7127072;1960.0;8585.635359;19809216
16;251.60000000000002;39200;55692;177.0940171;1960.0;8854.700855;26412288
17;377.4;39200;83538;177.0940171;1960.0;8854.700855;39618432
18;377.4;47600;113764;157.9079498;2380.0;7895.39749;52500420
19;377.4;47600;116144;154.6721311;2380.0;7733.606557;52694866
20;503.20000000000005;47600;145418;164.7135843;2380.0;8235.679214;69079500
21;125.80000000000001;56000;37128;189.7435897;2800.0;9487.179487;18935280
22;314.5;56000;103530;170.1149425;2800.0;8505.747126;44182320
23;377.4;56000;127568;165.6716418;2800.0;8283.58209;53018784
24;440.29999999999995;56000;146132;168.7296417;2800.0;8436.482085;61855248
25;503.20000000000005;56000;167076;168.6609687;2800.0;8433.048433;70691712
26;503.20000000000005;56000;169456;166.2921348;2800.0;8314.606742;70691712
27;566.0999999999999;56000;188020;168.6075949;2800.0;8430.379747;78265824
28;629.0;56000;208726;168.7571266;2800.0;8437.856328;88364640
29;629.0;56000;211106;166.854566;2800.0;8342.728298;88364640
30;377.4;56000;127568;165.6716418;2800.0;8283.58209;53018784
31;125.80000000000001;61600;48790;158.8292683;3080.0;7941.463415;22269184
32;377.4;61600;143038;162.5291181;3080.0;8126.455907;66807552
33;440.29999999999995;61600;166838;162.5677603;3080.0;8128.388017;76550320
34;629.0;61600;236572;163.7826962;3080.0;8189.134809;108562272
35;188.7;70000;83062;159.025788;3500.0;7951.289398;38971072
36;251.60000000000002;70000;110670;159.1397849;3500.0;7956.989247;51497488
37;314.5;70000;136612;161.1498258;3500.0;8057.491289;64023904
38;566.0999999999999;70000;248948;159.1778203;3500.0;7958.891013;114129568
39;629.0;70000;276556;159.2082616;3500.0;7960.413081;128047808
40;629.0;70000;278936;157.8498294;3500.0;7892.491468;128047808
41;188.7;84000;88536;179.0322581;4200.0;8951.612903;42103152
42;251.60000000000002;84000;116620;181.2244898;4200.0;9061.22449;54578160
43;314.5;84000;151844;173.9811912;4200.0;8699.059561;67053168
44;377.4;84000;176834;179.2732167;4200.0;8963.660834;81087552
45;188.7;95200;115192;155.9504132;4760.0;7797.520661;53667096
46;377.4;95200;215866;166.4388093;4760.0;8321.940463;105921900
47;125.80000000000001;112000;83300;169.1428571;5600.0;8457.142857;39830728
48;188.7;112000;125188;168.8212928;5600.0;8441.064639;59746092
49;251.60000000000002;112000;166838;168.9015692;5600.0;8445.078459;79661456
50;314.5;112000;204442;172.2933644;5600.0;8614.668219;99576820
51;62.900000000000006;4550;2856;100.2083333;637.0;14029.16667;1338750
52;125.80000000000001;4550;5474;104.5652174;637.0;14639.13043;2945250
0;251.60000000000002;55500;61200;228.1666667;4995.0;20535.0;38390760
1;125.80000000000001;7500;7650;123.3333333;375.0;6166.666667;3649050
2;188.7;7500;11220;126.1363636;375.0;6306.818182;5270850
3;125.80000000000001;11250;9945;142.3076923;562.5;7115.384615;5217300
4;188.7;11250;14535;146.0526316;562.5;7302.631579;7825950
5;125.80000000000001;13650;11985;143.2765957;682.5;7163.829787;5884125
6;125.80000000000001;20250;15555;163.7704918;1012.5;8188.52459;7664280
7;188.7;20250;23970;159.4148936;1012.5;7970.744681;11791200
8;125.80000000000001;20250;16320;156.09375;1012.5;7804.6875;7664280
9;188.7;20250;24225;157.7368421;1012.5;7886.842105;11791200
10;188.7;33000;38505;161.7218543;1650.0;8086.092715;19117350
11;251.60000000000002;33000;50235;165.2791878;1650.0;8263.959391;24579450
12;125.80000000000001;42000;31365;168.4552846;2100.0;8422.764228;15033780
13;188.7;42000;46155;171.7127072;2100.0;8585.635359;21224160
14;188.7;42000;46155;171.7127072;2100.0;8585.635359;21224160
15;188.7;42000;46155;171.7127072;2100.0;8585.635359;21224160
16;251.60000000000002;42000;59670;177.0940171;2100.0;8854.700855;28298880
17;377.4;42000;89505;177.0940171;2100.0;8854.700855;42448320
18;377.4;51000;121890;157.9079498;2550.0;7895.39749;56250450
19;377.4;51000;124440;154.6721311;2550.0;7733.606557;56458785
20;503.20000000000005;51000;155805;164.7135843;2550.0;8235.679214;74013750
21;125.80000000000001;60000;39780;189.7435897;3000.0;9487.179487;20287800
22;314.5;60000;110925;170.1149425;3000.0;8505.747126;47338200
23;377.4;60000;136680;165.6716418;3000.0;8283.58209;56805840
24;440.29999999999995;60000;156570;168.7296417;3000.0;8436.482085;66273480
25;503.20000000000005;60000;179010;168.6609687;3000.0;8433.048433;75741120
26;503.20000000000005;60000;181560;166.2921348;3000.0;8314.606742;75741120
27;566.0999999999999;60000;201450;168.6075949;3000.0;8430.379747;83856240
28;629.0;60000;223635;168.7571266;3000.0;8437.856328;94676400
29;629.0;60000;226185;166.854566;3000.0;8342.728298;94676400
30;377.4;60000;136680;165.6716418;3000.0;8283.58209;56805840
31;125.80000000000001;66000;52275;158.8292683;3300.0;7941.463415;23859840
32;377.4;66000;153255;162.5291181;3300.0;8126.455907;71579520
33;440.29999999999995;66000;178755;162.5677603;3300.0;8128.388017;82018200
34;629.0;66000;253470;163.7826962;3300.0;8189.134809;116316720
35;188.7;75000;88995;159.025788;3750.0;7951.289398;41754720
36;251.60000000000002;75000;118575;159.1397849;3750.0;7956.989247;55175880
37;314.5;75000;146370;161.1498258;3750.0;8057.491289;68597040
38;566.0999999999999;75000;266730;159.1778203;3750.0;7958.891013;122281680
39;629.0;75000;296310;159.2082616;3750.0;7960.413081;137194080
40;629.0;75000;298860;157.8498294;3750.0;7892.491468;137194080
41;188.7;90000;94860;179.0322581;4500.0;8951.612903;45110520
42;251.60000000000002;90000;124950;181.2244898;4500.0;9061.22449;58476600
43;314.5;90000;162690;173.9811912;4500.0;8699.059561;71842680
44;377.4;90000;189465;179.2732167;4500.0;8963.660834;86879520
45;188.7;102000;123420;155.9504132;5100.0;7797.520661;57500460
46;377.4;102000;231285;166.4388093;5100.0;8321.940463;113487750
47;125.80000000000001;120000;89250;169.1428571;6000.0;8457.142857;42675780
48;188.7;120000;134130;168.8212928;6000.0;8441.064639;64013670
49;251.60000000000002;120000;178755;168.9015692;6000.0;8445.078459;85351560
50;314.5;120000;219045;172.2933644;6000.0;8614.668219;106689450
51;62.900000000000006;4875;3060;100.2083333;682.5;14029.16667;1434375
52;125.80000000000001;4875;5865;104.5652174;682.5;14639.13043;3155625
0;251.60000000000002;59200;65280;228.1666667;5328.0;20535.0;40950144
1;125.80000000000001;8000;8160;123.3333333;400.0;6166.666667;3892320
2;188.7;8000;11968;126.1363636;400.0;6306.818182;5622240
3;125.80000000000001;12000;10608;142.3076923;600.0;7115.384615;5565120
4;188.7;12000;15504;146.0526316;600.0;7302.631579;8347680
5;125.80000000000001;14560;12784;143.2765957;728.0;7163.829787;6276400
6;125.80000000000001;21600;16592;163.7704918;1080.0;8188.52459;8175232
7;188.7;21600;25568;159.4148936;1080.0;7970.744681;12577280
8;125.80000000000001;21600;17408;156.09375;1080.0;7804.6875;8175232
9;188.7;21600;25840;157.7368421;1080.0;7886.842105;12577280
10;188.7;35200;41072;161.7218543;1760.0;8086.092715;20391840
11;251.60000000000002;35200;53584;165.2791878;1760.0;8263.959391;26218080
12;125.80000000000001;44800;33456;168.4552846;2240.0;8422.764228;16036032
13;188.7;44800;49232;171.7127072;2240.0;8585.635359;22639104
14;188.7;44800;49232;171.7127072;2240.0;8585.635359;22639104
15;188.7;44800;49232;171.7127072;2240.0;8585.635359;22639104
16;251.60000000000002;44800;63648;177.0940171;2240.0;8854.700855;30185472
17;377.4;44800;95472;177.0940171;2240.0;8854.700855;45278208
18;377.4;54400;130016;157.9079498;2720.0;7895.39749;60000480
19;377.4;54400;132736;154.6721311;2720.0;7733.606557;60222704
20;503.20000000000005;54400;166192;164.7135843;2720.0;8235.679214;78948000
21;125.80000000000001;64000;42432;189.7435897;3200.0;9487.179487;21640320
22;314.5;64000;118320;170.1149425;3200.0;8505.747126;50494080
23;377.4;64000;145792;165.6716418;3200.0;8283.58209;60592896
24;440.29999999999995;64000;167008;168.7296417;3200.0;8436.482085;70691712
25;503.20000000000005;64000;190944;168.6609687;3200.0;8433.048433;80790528
26;503.20000000000005;64000;193664;166.2921348;3200.0;8314.606742;80790528
27;566.0999999999999;64000;214880;168.6075949;3200.0;8430.379747;89446656
28;629.0;64000;238544;168.7571266;3200.0;8437.856328;100988160
29;629.0;64000;241264;166.854566;3200.0;8342.728298;100988160
30;377.4;64000;145792;165.6716418;3200.0;8283.58209;60592896
31;125.80000000000001;70400;55760;158.8292683;3520.0;7941.463415;25450496
32;377.4;70400;163472;162.5291181;3520.0;8126.455907;76351488
33;440.29999999999995;70400;190672;162.5677603;3520.0;8128.388017;87486080
34;629.0;70400;270368;163.7826962;3520.0;8189.134809;124071168
35;188.7;80000;94928;159.025788;4000.0;7951.289398;44538368
36;251.60000000000002;80000;126480;159.1397849;4000.0;7956.989247;58854272
37;314.5;80000;156128;161.1498258;4000.0;8057.491289;73170176
